FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Lucy O'Brien,Ireland,female,24,Single,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other health and welfare,Dun Laoghaire-Rathdown
Sean Moore,Ireland,male,41,Married (first marriage),Employee,Transportation and storage (H),Higher certificate,Electricity and energy,Dublin City
Marie IONESCO ,Romania,female,42,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Higher certificate,Physical sciences (physics/chemistry/earth science),Cork County
Aisling Smith,Ireland,female,52,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Nursing and caring,Fingal
cheng Cao,China,male,17,Single,Student or pupil,Accommodation and food service activities (I),Lower secondary,Crop and livestock production,South Tipperary
Madison O'Neill,Ireland,female,76,Married (first marriage),Retired,Industry not stated,Lower secondary,Accounting and taxation,Cork County
Orla Murphy,Ireland,female,21,Single,Student or pupil,Education (P),Upper secondary,Other health and welfare,Dublin City
Aoife O'Brien,Ireland,female,20,Single,Employee,Information and communication (J),Upper secondary,Business and administration (broad programmes),South Dublin
Alan O'Connor,Ireland,male,46,Married (first marriage),Employee,Arts/entertainment and recreation (R),Lower secondary,Other engineering/manufacturing and construction,Kildare
Alya Chawakh GRIGORESCU ,Romania,female,56,Married (first marriage),Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Other health and welfare,Longford
Matthew O'Neill,Ireland,male,17,Single,Student or pupil,Information and communication (J),Upper secondary,Computer science,Kilkenny
Oisin Doyle,Ireland,male,46,Married (first marriage),Employee,Construction (F),Advanced certificate/completed apprenticeship,Engineering and engineering trades (broad programmes),Donegal
Abbie O'Sullivan,Ireland,female,76,Married (first marriage),Retired,Industry not stated,Upper secondary,Hair and beauty services,Galway County
Ava Quinn,Ireland,female,38,Single,Unemployed having lost or given up previous job,Financial and insurance activities (K),Advanced certificate/completed apprenticeship,Other arts,Limerick County
Samuel Murphy,Ireland,male,62,Married (first marriage),Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Crop and livestock production,Limerick County
Philip O'Kelly,Ireland,male,40,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Hotel/restaurant and catering,Cork County
Jakub O'Moore,Ireland,male,21,Single,Student or pupil,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Design,Kerry
Vytas Urbonas,Lithuania,male,17,Single,Student or pupil,Construction (F),Upper secondary,Business and administration (broad programmes),Kerry
David O'Neill,Ireland,male,20,Single,Student or pupil,Financial and insurance activities (K),Lower secondary,Economics,Dublin City
Ajit Chavan,India,male,58,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Crop and livestock production,Waterford City
NOURELENNE Okonkwo,Niger,female,58,Married (first marriage),Employer or own account worker,Human health and social work activities (Q),Lower secondary,Education and teacher training,Dublin City
Leon Murray,Ireland,male,57,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Primary,Electricity and energy,Waterford County
Evan O'Brien,Ireland,male,32,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Mother tongue,Fingal
Ava Brown,Canada,female,33,Single,Employee,Education (P),Upper secondary,Law,Galway County
Ruby O'Kelly,Ireland,female,28,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Secretarial and office work,Cork County
Mia O'Brien,Ireland,female,53,Single,Retired,Industry not stated,Primary,Hair and beauty services,Cork County
Emma O'Neill,Ireland,female,30,Single,Employee,Financial and insurance activities (K),Ordinary bachelor degree/professional qualification or both,Motor vehicles/ships and aircraft,Meath
Dillon O'Sullivan,Ireland,male,27,Single,Employee,Agriculture/forestry and fishing (A),Primary,Motor vehicles/ships and aircraft,Cork City
Joshua O'Sullivan,Ireland,male,40,Married (first marriage),Employee,Education (P),Upper secondary,Other agriculture and veterinary,Galway County
Lilly Murphy,Ireland,female,35,Married (first marriage),Employer or own account worker,Human health and social work activities (Q),Lower secondary,Medicine,Westmeath
Niamh Quinn,Ireland,female,44,Married (first marriage),Unable to work due to permanent sickness or disability,Financial and insurance activities (K),Ordinary bachelor degree/professional qualification or both,Social work and counselling,Kildare
William O'Byrne,Ireland,male,32,Single,Employee,Administrative and support service activities (N),Honours bachelor degree/professional qualification or both,Hair and beauty services,Wexford
Alannah McCarthy,Ireland,female,58,Married (first marriage),Unemployed having lost or given up previous job,Administrative and support service activities (N),Primary,Nursing and caring,Cork City
Kayleigh Murphy,Ireland,female,30,Married (first marriage),Employee,Administrative and support service activities (N),Upper secondary,Management and administration,Galway City
Leon O'Byrne,Ireland,male,25,Single,Employee,Transportation and storage (H),Higher certificate,Building and civil engineering,Limerick City
Finn Murphy,Ireland,male,39,Married (first marriage),Employee,Construction (F),Upper secondary,Hotel/restaurant and catering,Fingal
Nicola O'Sullivan,Ireland,female,35,Married (first marriage),Unemployed having lost or given up previous job,Education (P),Lower secondary,Other science/mathematics and computing,Roscommon
Kate O'Kelly,Ireland,female,32,Married (first marriage),Employer or own account worker,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Accounting and taxation,Galway County
Rachel O'Brien,Ireland,female,18,Single,Unemployed looking for first regular job,Public administration and defence; compulsory social security (O),Technical/vocational,Business and administration (broad programmes),Wicklow
Lucas O'Reilly,Ireland,male,24,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Marketing and advertising,Meath
Reinhard Ewert,Germany,male,32,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),Cork County
Cian O'Ryan,Ireland,male,62,Re-married (following dissolution of previous marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other health and welfare,Offaly
RAHINATOU Martins,Niger,female,40,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Education and teacher training,Limerick County
Emma Walsh,Ireland,female,24,Single,Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Education and teacher training,Cork County
Julia McCarthy,Ireland,female,35,Single,Unemployed having lost or given up previous job,Administrative and support service activities (N),Upper secondary,Business and administration (broad programmes),Kildare
Saoirse O'Brien,Ireland,female,84,Married (first marriage),Retired,Industry not stated,Primary,Marketing and advertising,North Tipperary
Lily O'Reilly,Ireland,female,25,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Nursing and caring,Kerry
Charlotte O'Neill,Ireland,female,43,Married (first marriage),Looking after home/family,Manufacturing (C),Lower secondary,Nursing and caring,Louth
Emily O'Brien,Ireland,female,24,Single,Student or pupil,Administrative and support service activities (N),Upper secondary,Other social sciences/business and law subjects,Cork County
Anthony Kelly,Ireland,male,41,Separated (including deserted),Looking after home/family,Construction (F),Ordinary bachelor degree/professional qualification or both,Other personal services,South Dublin
Paul O'Brien,Ireland,male,55,Married (first marriage),Employee,Construction (F),Higher certificate,Other engineering/manufacturing and construction,South Tipperary
Max O'Neill,Ireland,male,38,Married (first marriage),Employee,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Nursing and caring,Donegal
Abigail Murphy,Ireland,female,26,Single,Assisting relative,Education (P),Ordinary bachelor degree/professional qualification or both,Economics,Galway County
Sarah O'Ryan,Ireland,female,29,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Accounting and taxation,Mayo
Laura O'Brien,Ireland,female,49,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Other science/mathematics and computing,Cork County
Noah O'Neill,Ireland,male,38,Single,Employee,Construction (F),Honours bachelor degree/professional qualification or both,Mother tongue,Donegal
Edward O'Connor,Ireland,male,44,Married (first marriage),Employer or own account worker,Manufacturing (C),Technical/vocational,Building and civil engineering,Cork County
Rory O'Sullivan,Ireland,male,46,Married (first marriage),Assisting relative,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Medicine,Fingal
Aoife Doyle,Ireland,female,68,Widowed,Retired,Industry not stated,Ordinary bachelor degree/professional qualification or both,Medicine,Kildare
Aaron O'Byrne,Ireland,male,57,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Computer use,Kilkenny
Jakub Murphy,Ireland,male,49,Married (first marriage),Employee,Construction (F),Lower secondary,Management and administration,Kerry
Alexandra O'Neill,Ireland,female,30,Single,Employee,Information and communication (J),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),Louth
Shane O'Sullivan,Ireland,male,16,Single,Student or pupil,Education (P),Upper secondary,Motor vehicles/ships and aircraft,Fingal
Aine O'Neill,Ireland,female,40,Married (first marriage),Employer or own account worker,Human health and social work activities (Q),Lower secondary,Physical sciences (physics/chemistry/earth science),South Dublin
Emily O'Reilly,Ireland,female,53,Married (first marriage),Employer or own account worker,Other service activities (S),Technical/vocational,Other health and welfare,Kerry
Fionn O'Brien,Ireland,male,23,Single,Employee,Electricity/gas/steam and air conditioning supply (D),Technical/vocational,Hair and beauty services,Dublin City
Tadhg Byrne,Ireland,male,48,Married (first marriage),Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Education and teacher training,Cork County
Meabh McCarthy,Ireland,female,28,Married (first marriage),Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Accounting and taxation,Dun Laoghaire-Rathdown
Freya O'Sullivan,Ireland,female,21,Single,Employee,Administrative and support service activities (N),Higher certificate,Other social sciences/business and law subjects,South Dublin
Ella Murphy,Ireland,female,49,Single,Unemployed having lost or given up previous job,Human health and social work activities (Q),Lower secondary,Management and administration,Sligo
George Richard,France,male,47,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Other agriculture and veterinary,Donegal
Amy O'Byrne,Ireland,female,56,Married (first marriage),Employee,Other service activities (S),Lower secondary,Nursing and caring,Cork City
Cillian O'Kelly,Ireland,male,25,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Music and performing arts,Dublin City
Martin Simon,Belgium,male,56,Married (first marriage),Looking after home/family,Public administration and defence; compulsory social security (O),Primary,Accounting and taxation,Westmeath
Hannah O'Sullivan,Ireland,female,38,Married (first marriage),Employee,Professional/scientific and technical activities (M),Advanced certificate/completed apprenticeship,Accounting and taxation,Roscommon
Holly Kelly,Ireland,female,50,Married (first marriage),Employer or own account worker,Human health and social work activities (Q),Technical/vocational,Social work and counselling,Roscommon
Alannah O'Brien,Ireland,female,43,Married (first marriage),Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Marketing and advertising,Cork City
Niamh O'Neill,Ireland,female,31,Married (first marriage),Employee,Other service activities (S),Technical/vocational,Accounting and taxation,Dublin City
Michael Murphy,Ireland,male,22,Single,Employee,Transportation and storage (H),Upper secondary,Other social sciences/business and law subjects,Kildare
Lily O'Neill,Ireland,female,31,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,History and archaeology,Donegal
Cillian O'Brien,Ireland,male,35,Divorced,Employee,Public administration and defence; compulsory social security (O),Technical/vocational,Business and administration (broad programmes),Limerick City
Benjamin O'Brien,Ireland,male,25,Married (first marriage),Looking after home/family,Information and communication (J),Lower secondary,Economics,South Tipperary
Calum O'Connor,Ireland,male,64,Married (first marriage),Retired,Industry not stated,Upper secondary,Physical sciences (physics/chemistry/earth science),Roscommon
Oisin O'Sullivan,Ireland,male,82,Widowed,Looking after home/family,Public administration and defence; compulsory social security (O),Primary,Education and teacher training,Dublin City
Luke O'Neill,Ireland,male,33,Married (first marriage),Employee,Construction (F),Lower secondary,Other engineering/manufacturing and construction,Meath
Oliver Liepins,Latvia,male,48,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Crop and livestock production,Cork County
Nicole Ryan,Ireland,female,34,Single,Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Secretarial and office work,Dublin City
Chloe O'Brien,Ireland,female,73,Widowed,Retired,Industry not stated,Lower secondary,Nursing and caring,Cork County
Ryan Murphy,Ireland,male,46,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Higher certificate,Engineering and engineering trades (broad programmes),Leitrim
Saoirse O'Quinn,Ireland,female,40,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Upper secondary,Audio-visual techniques and media production,Leitrim
Andy Liu,China,male,39,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Crop and livestock production,Clare
Kieran O'Kelly,Ireland,male,16,Single,Student or pupil,Administrative and support service activities (N),Upper secondary,Computer use,Cavan
Ellie O'Reilly,Ireland,female,26,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Postgraduate diploma or degree,Other social sciences/business and law subjects,Donegal
Ava O'Reilly,Ireland,female,36,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Nursing and caring,Carlow
Kate O'Reilly,Ireland,female,33,Married (first marriage),Unemployed having lost or given up previous job,Financial and insurance activities (K),Advanced certificate/completed apprenticeship,Other science/mathematics and computing,Cavan
Oisin Lynch,Ireland,male,58,Married (first marriage),Employee,Financial and insurance activities (K),Upper secondary,Building and civil engineering,Kerry
Grace O'Sullivan,Ireland,female,58,Married (first marriage),Employee,Accommodation and food service activities (I),Upper secondary,Foreign languages,Mayo
Adam O'Brien,Ireland,male,37,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Building and civil engineering,Cork County
Andrew O'Reilly,Ireland,male,53,Married (first marriage),Unable to work due to permanent sickness or disability,Construction (F),Upper secondary,Building and civil engineering,Dublin City
Adam Murphy,Ireland,male,57,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Primary,Motor vehicles/ships and aircraft,Westmeath
Jack Murphy,Ireland,male,67,Single,Looking after home/family,Accommodation and food service activities (I),Primary,Education and teacher training,Wexford
Scott Smith,Ireland,male,59,Widowed,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Business and administration (broad programmes),Dun Laoghaire-Rathdown
Robert O'Sullivan,Ireland,male,63,Married (first marriage),Retired,Industry not stated,Ordinary bachelor degree/professional qualification or both,Mechanics and metalwork,Wexford
Ava Murphy,Ireland,female,16,Single,Student or pupil,Manufacturing (C),Technical/vocational,Audio-visual techniques and media production,Donegal
tomas Moroz,Slovakia,male,27,Single,Employee,Financial and insurance activities (K),Upper secondary,Biology and biochemistry,Meath
Dylan McCarthy,Ireland,male,79,Widowed,Retired,Industry not stated,Primary,Business and administration (broad programmes),Cork City
Ava Murphy,Ireland,female,38,Married (first marriage),Employee,Education (P),Advanced certificate/completed apprenticeship,Nursing and caring,Limerick County
Natalia McCarthy,Ireland,female,65,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Hair and beauty services,Cork County
Jan Franko,Poland,male,47,Single,Looking after home/family,Information and communication (J),Technical/vocational,Engineering and engineering trades (broad programmes),Donegal
Aaron O'Kelly,Ireland,male,73,Widowed,Retired,Industry not stated,Primary,Other agriculture and veterinary,Dun Laoghaire-Rathdown
Laura Kennedy,Ireland,female,39,Single,Unemployed having lost or given up previous job,Information and communication (J),Honours bachelor degree/professional qualification or both,Law,Dublin City
Aaron Murphy,Ireland,male,35,Married (first marriage),Employee,Financial and insurance activities (K),Honours bachelor degree/professional qualification or both,Mechanics and metalwork,Cork County
Daniel O'Connor,Ireland,male,71,Married (first marriage),Retired,Industry not stated,Lower secondary,Other social sciences/business and law subjects,Louth
Cameron O'Reilly,Ireland,male,48,Married (first marriage),Employer or own account worker,Accommodation and food service activities (I),Primary,Other engineering/manufacturing and construction,Fingal
Jack O'Kelly,Ireland,male,26,Single,Employee,Administrative and support service activities (N),Upper secondary,Hair and beauty services,Galway County
Crystal Wong,Malaysia,female,29,Single,Employee,Human health and social work activities (Q),Higher certificate,Education and teacher training,South Dublin
Harry O'Reilly,Ireland,male,47,Married (first marriage),Employer or own account worker,Agriculture/forestry and fishing (A),Upper secondary,Other humanities,Wexford
Joshua O'Sullivan,Ireland,male,38,Single,Employer or own account worker,Administrative and support service activities (N),Technical/vocational,Computer use,Kildare
Ethan O'Reilly,Ireland,male,24,Single,Employee,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Building and civil engineering,Roscommon
Lauren O'Neill,Ireland,female,19,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Medicine,Wexford
Erin O'Kelly,Ireland,female,33,Single,Employee,Human health and social work activities (Q),Technical/vocational,Business and administration (broad programmes),South Dublin
Adam O'Neill,Ireland,male,48,Single,Unemployed having lost or given up previous job,Construction (F),Technical/vocational,Computer use,Cork City
Tommy O'Neill,Ireland,male,56,Married (first marriage),Unable to work due to permanent sickness or disability,Construction (F),Technical/vocational,Crop and livestock production,Dun Laoghaire-Rathdown
Ryan O'Brien,Ireland,male,59,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Building and civil engineering,Wexford
Yelena Vorobyov,Russian Federation,female,33,Married (first marriage),Employee,Financial and insurance activities (K),Upper secondary,Business and administration (broad programmes),Dun Laoghaire-Rathdown
Oisin Murray,Ireland,male,15,Single,Student or pupil,Information and communication (J),Upper secondary,Building and civil engineering,North Tipperary
Saoirse Murphy,Ireland,female,36,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Hotel/restaurant and catering,Dublin City
Abigail Murphy,Ireland,female,27,Single,Employee,Education (P),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),Kildare
Diego Alves,Brazil,male,36,Married (first marriage),Unemployed having lost or given up previous job,Transportation and storage (H),Technical/vocational,Hair and beauty services,Wicklow
Lucy Doyle,Ireland,female,50,Married (first marriage),Unemployed having lost or given up previous job,Accommodation and food service activities (I),Advanced certificate/completed apprenticeship,Hotel/restaurant and catering,Galway City
Marta Giza,Poland,female,60,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other personal services,Kerry
Brian O'Ryan,Ireland,male,46,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Mechanics and metalwork,Donegal
Grace McCarthy,Ireland,female,30,Married (first marriage),Employee,Professional/scientific and technical activities (M),Ordinary bachelor degree/professional qualification or both,Music and performing arts,Dublin City
Sean Ryan,Ireland,male,37,Separated (including deserted),Employer or own account worker,Manufacturing (C),Upper secondary,Hotel/restaurant and catering,Wexford
Layla Murphy,Ireland,female,51,Single,Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Technical/vocational,History and archaeology,Sligo
Adam O'Kelly,Ireland,male,54,Married (first marriage),Employee,Education (P),Ordinary bachelor degree/professional qualification or both,Management and administration,Kildare
Aine O'Brien,Ireland,female,32,Married (first marriage),Employee,Transportation and storage (H),Honours bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Dun Laoghaire-Rathdown
Isabella O'Brien,Ireland,female,27,Single,Employee,Manufacturing (C),Technical/vocational,Nursing and caring,South Tipperary
Dylan O'Sullivan,Ireland,male,24,Single,Student or pupil,Manufacturing (C),Lower secondary,Education and teacher training,South Dublin
Emma O'Neill,Ireland,female,55,Married (first marriage),Employee,Manufacturing (C),Technical/vocational,Other personal services,Louth
Maria Walsh,Ireland,female,43,Re-married (following dissolution of previous marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Higher certificate,Child care and youth services,Cork County
Faye O'Reilly,Ireland,female,19,Single,Student or pupil,Manufacturing (C),Upper secondary,Computer use,Dublin City
Oisin O'Sullivan,Ireland,male,46,Single,Employee,Agriculture/forestry and fishing (A),Upper secondary,Crop and livestock production,Cork County
Clodagh O'Brien,Ireland,female,63,Divorced,Employee,Financial and insurance activities (K),Primary,Child care and youth services,Carlow
Noah Murphy,Ireland,male,32,Single,Employee,Professional/scientific and technical activities (M),Primary,Building and civil engineering,Longford
Ella Murphy,Ireland,female,32,Single,Employer or own account worker,Administrative and support service activities (N),Technical/vocational,Hair and beauty services,South Dublin
John O'Connor,Ireland,male,25,Single,Student or pupil,Transportation and storage (H),Upper secondary,Crop and livestock production,Galway City
Isobel O'Sullivan,Ireland,female,24,Single,Unemployed looking for first regular job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Accounting and taxation,Offaly
Jamie Murphy,Ireland,male,52,Married (first marriage),Looking after home/family,Agriculture/forestry and fishing (A),Primary,Crop and livestock production,Offaly
Adam Walsh,Ireland,male,78,Widowed,Unemployed having lost or given up previous job,Human health and social work activities (Q),Lower secondary,Motor vehicles/ships and aircraft,Galway County
Molly Doyle,Ireland,female,48,Married (first marriage),Employee,Education (P),Postgraduate diploma or degree,Other humanities,Dublin City
Caitlin O'Reilly,Ireland,female,52,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Design,Limerick County
Michael Murphy,Ireland,male,51,Separated (including deserted),Employee,Construction (F),Ordinary bachelor degree/professional qualification or both,Music and performing arts,South Dublin
Jack O'Reilly,Ireland,male,35,Married (first marriage),Student or pupil,Construction (F),Technical/vocational,Other social sciences/business and law subjects,Kildare
Olivia O'Neill,Ireland,female,61,Married (first marriage),Retired,Industry not stated,Technical/vocational,Nursing and caring,Laois
Szymon O'Neill,Ireland,male,61,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Building and civil engineering,Kildare
William Kennedy,Ireland,male,45,Married (first marriage),Unemployed having lost or given up previous job,Transportation and storage (H),Upper secondary,Other health and welfare,Dublin City
Isabelle O'Byrne,Ireland,female,21,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Building and civil engineering,Fingal
Oliver O'Moore,Ireland,male,65,Married (first marriage),Retired,Industry not stated,Lower secondary,Other agriculture and veterinary,Galway County
Saoirse O'Brien,Ireland,female,28,Single,Employee,Public administration and defence; compulsory social security (O),Higher certificate,Medicine,Dun Laoghaire-Rathdown
Jayden Moore,Ireland,male,39,Single,Employer or own account worker,Transportation and storage (H),Ordinary bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Louth
Daniel O'Sullivan,Ireland,male,38,Single,Unemployed having lost or given up previous job,Accommodation and food service activities (I),Honours bachelor degree/professional qualification or both,Motor vehicles/ships and aircraft,Cork County
Clodagh O'Brien,Ireland,female,39,Widowed,Employee,Manufacturing (C),Postgraduate diploma or degree,Accounting and taxation,Mayo
Amy O'Neill,Ireland,female,20,Single,Unable to work due to permanent sickness or disability,Accommodation and food service activities (I),Advanced certificate/completed apprenticeship,Marketing and advertising,Longford
Niamh Murphy,Ireland,female,49,Married (first marriage),Employee,Education (P),Primary,Other social sciences/business and law subjects,Kildare
Harry Murphy,Ireland,male,31,Single,Student or pupil,Other service activities (S),Upper secondary,Electricity and energy,Meath
Bruno Barbosa,Brazil,male,66,Married (first marriage),Retired,Industry not stated,Upper secondary,Crop and livestock production,Wexford
Holly O'Neill,Ireland,female,21,Single,Student or pupil,Education (P),Technical/vocational,Marketing and advertising,Wicklow
Ellie Kelly,Ireland,female,34,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Business and administration (broad programmes),Kildare
Anton Krumins,Latvia,male,70,Married (first marriage),Retired,Industry not stated,Technical/vocational,Engineering and engineering trades (broad programmes),Carlow
Patricia Miller,United States of America,female,29,Single,Looking after home/family,Education (P),Upper secondary,Other arts,Dun Laoghaire-Rathdown
Aisling Murphy,Ireland,female,25,Single,Employer or own account worker,Education (P),Postgraduate diploma or degree,Other arts,Dublin City
Kate O'Neill,Ireland,female,36,Single,Employee,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Nursing and caring,Donegal
Elizabeth Murphy,Ireland,female,41,Separated (including deserted),Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Secretarial and office work,North Tipperary
Ella Walsh,Ireland,female,47,Married (first marriage),Employer or own account worker,Accommodation and food service activities (I),Lower secondary,Other social sciences/business and law subjects,Laois
Cristina Lopez,Spain,female,24,Married (first marriage),Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Upper secondary,Other personal services,Kildare
Ethan O'Brien,Ireland,male,52,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Mechanics and metalwork,Cork County
Sean McCarthy,Ireland,male,33,Married (first marriage),Looking after home/family,Financial and insurance activities (K),Ordinary bachelor degree/professional qualification or both,Mechanics and metalwork,Dun Laoghaire-Rathdown
lety ILIESCU ,Romania,female,71,Single,Retired,Industry not stated,Technical/vocational,Crop and livestock production,Clare
Alex Murphy,Ireland,male,26,Single,Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Management and administration,Kilkenny
Jakub Lynch,Ireland,male,46,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Building and civil engineering,Cavan
Faye O'Reilly,Ireland,female,32,Single,Employee,Accommodation and food service activities (I),Upper secondary,Physical sciences (physics/chemistry/earth science),Kerry
Sebastian O'Sullivan,Ireland,male,46,Married (first marriage),Employee,Human health and social work activities (Q),Primary,Foreign languages,Wexford
Magdalena Bochenek,Poland,female,15,Single,Student or pupil,Information and communication (J),Upper secondary,Other humanities,Kerry
Ella Lynch,Ireland,female,57,Married (first marriage),Retired,Industry not stated,Lower secondary,Hair and beauty services,Kilkenny
Owen O'Neill,Ireland,male,22,Single,Student or pupil,Construction (F),Technical/vocational,Accounting and taxation,Dublin City
Dillon O'Neill,Ireland,male,67,Married (first marriage),Unable to work due to permanent sickness or disability,Financial and insurance activities (K),Primary,Other agriculture and veterinary,Cork County
Leah Kelly,Ireland,female,37,Re-married (following dissolution of previous marriage),Employee,Professional/scientific and technical activities (M),Advanced certificate/completed apprenticeship,Accounting and taxation,Dublin City
Oisin O'Sullivan,Ireland,male,79,Widowed,Retired,Industry not stated,Lower secondary,Building and civil engineering,Dun Laoghaire-Rathdown
lamine Oni,Niger,male,37,Married (first marriage),Employer or own account worker,Manufacturing (C),Lower secondary,Other science/mathematics and computing,Wicklow
Molly O'Reilly,Ireland,female,25,Single,Employee,Human health and social work activities (Q),Upper secondary,Design,Dublin City
Ella Murphy,Ireland,female,65,Married (first marriage),Looking after home/family,Information and communication (J),Lower secondary,Accounting and taxation,Cork County
Charlie Murphy,Ireland,male,41,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Biology and biochemistry,Cork County
Padraig O'Brien,Ireland,male,51,Single,Employee,Public administration and defence; compulsory social security (O),Technical/vocational,Building and civil engineering,Wicklow
Julia O'Reilly,Ireland,female,15,Single,Student or pupil,Education (P),Upper secondary,Psychology,Cork County
Isabelle O'Sullivan,Ireland,female,30,Married (first marriage),Employee,Construction (F),Ordinary bachelor degree/professional qualification or both,Economics,Dublin City
Aoibhe Murphy,Ireland,female,23,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Hotel/restaurant and catering,Fingal
Emily O'Sullivan,Ireland,female,17,Single,Employee,Professional/scientific and technical activities (M),Upper secondary,Other social sciences/business and law subjects,Meath
