FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Denis McCarthy,Ireland,male,38,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Hotel/restaurant and catering,Fingal
Emily O'Ryan,Ireland,female,17,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Hotel/restaurant and catering,South Tipperary
Emily O'Sullivan,Ireland,female,56,Separated (including deserted),Employee,Public administration and defence; compulsory social security (O),Lower secondary,Nursing and caring,North Tipperary
Katie O'Sullivan,Ireland,female,60,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Lower secondary,Other social sciences/business and law subjects,Fingal
Oliwia Murphy,Ireland,female,50,Re-married (following dissolution of previous marriage),Employee,Information and communication (J),Lower secondary,Biology and biochemistry,Kildare
Ellie O'Moore,Ireland,female,34,Married (first marriage),Employee,Information and communication (J),Postgraduate diploma or degree,Hotel/restaurant and catering,Louth
Rian Murphy,Ireland,male,16,Single,Student or pupil,Agriculture/forestry and fishing (A),Primary,Economics,Dun Laoghaire-Rathdown
Sarah O'Brien,Ireland,female,63,Married (first marriage),Employee,Accommodation and food service activities (I),Upper secondary,Mother tongue,Mayo
Hazel O'Reilly,Ireland,female,24,Single,Employee,Information and communication (J),Postgraduate diploma or degree,Other agriculture and veterinary,Kildare
Kieran O'Brien,Ireland,male,27,Single,Employee,Human health and social work activities (Q),Lower secondary,Business and administration (broad programmes),Offaly
Shay O'Brien,Ireland,male,73,Widowed,Retired,Industry not stated,Technical/vocational,Building and civil engineering,Cork County
Ethan O'Neill,Ireland,male,28,Single,Employee,Agriculture/forestry and fishing (A),Ordinary bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Mayo
Christina Zeng,China,female,78,Married (first marriage),Retired,Industry not stated,Primary,Nursing and caring,Wexford
Daniel O'Brien,Ireland,male,69,Widowed,Employer or own account worker,Administrative and support service activities (N),Postgraduate diploma or degree,Other engineering/manufacturing and construction,Clare
Luke Smith,Ireland,male,52,Separated (including deserted),Employee,Education (P),Honours bachelor degree/professional qualification or both,Electricity and energy,Monaghan
Stephen O'Sullivan,Ireland,male,56,Married (first marriage),Retired,Industry not stated,Higher certificate,Engineering and engineering trades (broad programmes),South Tipperary
Luke O'Neill,Ireland,male,36,Single,Unable to work due to permanent sickness or disability,Education (P),Postgraduate diploma or degree,Other social sciences/business and law subjects,Leitrim
Daire O'Sullivan,Ireland,male,26,Single,Employee,Information and communication (J),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Louth
Abbie Murphy,Ireland,female,77,Widowed,Retired,Industry not stated,Upper secondary,Education and teacher training,Limerick City
Niamh Murphy,Ireland,female,19,Single,Student or pupil,Human health and social work activities (Q),Lower secondary,Other personal services,South Dublin
Ryan McCarthy,Ireland,male,40,Married (first marriage),Looking after home/family,Public administration and defence; compulsory social security (O),Upper secondary,Physical sciences (physics/chemistry/earth science),Donegal
Dylan O'Sullivan,Ireland,male,73,Married (first marriage),Unable to work due to permanent sickness or disability,Professional/scientific and technical activities (M),Primary,Other engineering/manufacturing and construction,Cork County
Tristan O'Brien,Ireland,male,40,Married (first marriage),Employer or own account worker,Agriculture/forestry and fishing (A),Lower secondary,Computer use,Dublin City
melissa POPESCU ,Romania,female,47,Married (first marriage),Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Upper secondary,Other health and welfare,Longford
Josh O'Neill,Ireland,male,34,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Higher certificate,Other engineering/manufacturing and construction,Cork County
Daniel O'Connor,Ireland,male,42,Single,Employee,Agriculture/forestry and fishing (A),Technical/vocational,Motor vehicles/ships and aircraft,Kildare
Diarmuid O'Sullivan,Ireland,male,34,Divorced,Employee,Manufacturing (C),Postgraduate diploma or degree,Business and administration (broad programmes),Cork County
Anna O'Sullivan,Ireland,female,40,Married (first marriage),Employee,Financial and insurance activities (K),Technical/vocational,Education and teacher training,Limerick County
James O'Sullivan,Ireland,male,36,Married (first marriage),Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Electricity and energy,Wexford
Emily O'Kelly,Ireland,female,50,Widowed,Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Louth
Abbie O'Brien,Ireland,female,73,Widowed,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Air transportation,Louth
Dara O'Sullivan,Ireland,male,62,Widowed,Looking after home/family,Agriculture/forestry and fishing (A),Primary,Nursing and caring,Sligo
Filip Czekaj,Poland,male,53,Divorced,Unemployed having lost or given up previous job,Arts/entertainment and recreation (R),Advanced certificate/completed apprenticeship,Education and teacher training,Galway County
xiang Lin,China,male,47,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Other humanities,Louth
Lexi Murray,Ireland,female,38,Married (first marriage),Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Kilkenny
Jack O'Brien,Ireland,male,51,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Lower secondary,Foreign languages,Kerry
Ellen Kennedy,Ireland,female,27,Married (first marriage),Employee,Arts/entertainment and recreation (R),Ordinary bachelor degree/professional qualification or both,Computer science,Mayo
Tadhg O'Ryan,Ireland,male,41,Married (first marriage),Student or pupil,Construction (F),Upper secondary,Building and civil engineering,Waterford County
Matthew McCarthy,Ireland,male,32,Single,Employee,Transportation and storage (H),Advanced certificate/completed apprenticeship,Hotel/restaurant and catering,North Tipperary
Samuel O'Ryan,Ireland,male,17,Single,Employee,Human health and social work activities (Q),Upper secondary,Other humanities,Waterford City
Shane O'Reilly,Ireland,male,15,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Music and performing arts,Kilkenny
Conor O'Byrne,Ireland,male,71,Married (first marriage),Retired,Industry not stated,Doctorate (Ph.D),Mechanics and metalwork,Cork County
Grace Murphy,Ireland,female,24,Single,Unable to work due to permanent sickness or disability,Education (P),Upper secondary,Accounting and taxation,Limerick County
Luke Lynch,Ireland,male,55,Married (first marriage),Employee,Real estate activities (L),Lower secondary,Other engineering/manufacturing and construction,Clare
Megan Murphy,Ireland,female,21,Single,Student or pupil,Accommodation and food service activities (I),Honours bachelor degree/professional qualification or both,Public security services,Laois
Michael O'Neill,Ireland,male,46,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Accounting and taxation,Fingal
Ryan O'Neill,Ireland,male,39,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Lower secondary,Electricity and energy,Dublin City
Adam O'Ryan,Ireland,male,32,Single,Unemployed having lost or given up previous job,Water supply; sewerage/waste management and remediation activities (E),Higher certificate,Engineering and engineering trades (broad programmes),Dun Laoghaire-Rathdown
Emily McCarthy,Ireland,female,20,Single,Employee,Education (P),Upper secondary,Law,Cork County
Zara O'Reilly,Ireland,female,67,Married (first marriage),Looking after home/family,Education (P),Primary,Nursing and caring,Wexford
Hannah O'Reilly,Ireland,female,74,Married (first marriage),Retired,Industry not stated,Lower secondary,Other health and welfare,Kerry
Catherine O'Sullivan,Ireland,female,28,Married (first marriage),Student or pupil,Manufacturing (C),Postgraduate diploma or degree,Social work and counselling,Dublin City
Donnacha O'Neill,Ireland,male,55,Married (first marriage),Employer or own account worker,Construction (F),Ordinary bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Kildare
Michael O'Neill,Ireland,male,43,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Postgraduate diploma or degree,Other engineering/manufacturing and construction,Cork County
Padraig Moore,Ireland,male,71,Widowed,Looking after home/family,Other service activities (S),Primary,Economics,Cork City
Kayla O'Brien,Ireland,female,29,Single,Looking after home/family,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,History and archaeology,South Dublin
Matthew Quinn,Ireland,male,31,Single,Employee,Transportation and storage (H),Lower secondary,Mechanics and metalwork,North Tipperary
Cathal O'Ryan,Ireland,male,26,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Economics,Laois
Per-Olof Olsson,Sweden,male,46,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Motor vehicles/ships and aircraft,Dublin City
Melissa O'Kelly,Ireland,female,29,Single,Employee,Administrative and support service activities (N),Lower secondary,Hotel/restaurant and catering,South Dublin
Oran O'Reilly,Ireland,male,57,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Building and civil engineering,Laois
Jake O'Brien,Ireland,male,24,Single,Employee,Information and communication (J),Postgraduate diploma or degree,Motor vehicles/ships and aircraft,Dublin City
Jason O'Moore,Ireland,male,74,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Hair and beauty services,Sligo
Alex O'Quinn,Ireland,male,65,Married (first marriage),Retired,Industry not stated,Upper secondary,Business and administration (broad programmes),Donegal
Aoife O'Brien,Ireland,female,72,Widowed,Retired,Industry not stated,Primary,Social work and counselling,Wexford
Cathal Murphy,Ireland,male,52,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Economics,Dublin City
Caitlin O'Reilly,Ireland,female,64,Married (first marriage),Employer or own account worker,Human health and social work activities (Q),Technical/vocational,Education and teacher training,Cork County
Jasmine O'Ryan,Ireland,female,46,Married (first marriage),Looking after home/family,Public administration and defence; compulsory social security (O),Higher certificate,Nursing and caring,Dublin City
Jessica Doherty,Ireland,female,45,Married (first marriage),Employee,Transportation and storage (H),Lower secondary,Physical sciences (physics/chemistry/earth science),Dublin City
Samuel O'Brien,Ireland,male,42,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Technical/vocational,Other engineering/manufacturing and construction,Dun Laoghaire-Rathdown
Szymon O'Reilly,Ireland,male,45,Married (first marriage),Employee,Construction (F),Upper secondary,Secretarial and office work,Louth
Eric O'Sullivan,Ireland,male,46,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Upper secondary,Management and administration,Kerry
Ella O'Sullivan,Ireland,female,61,Married (first marriage),Employee,Human health and social work activities (Q),Primary,Audio-visual techniques and media production,Kildare
Corina Van den Berg,Netherlands,female,39,Married (first marriage),Employee,Other service activities (S),Advanced certificate/completed apprenticeship,Nursing and caring,Westmeath
steph Mota,Portugal,female,37,Single,Employer or own account worker,Transportation and storage (H),Postgraduate diploma or degree,Education and teacher training,Donegal
Marlies Becker,Germany,female,60,Widowed,Unable to work due to permanent sickness or disability,Financial and insurance activities (K),Primary,Education and teacher training,Fingal
James O'Brien,Ireland,male,54,Divorced,Looking after home/family,Administrative and support service activities (N),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Carlow
Ellie O'Neill,Ireland,female,54,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Other social sciences/business and law subjects,Cork County
Cian O'Quinn,Ireland,male,47,Widowed,Employee,Administrative and support service activities (N),Higher certificate,Crop and livestock production,Clare
Layla McCarthy,Ireland,female,52,Married (first marriage),Unable to work due to permanent sickness or disability,Arts/entertainment and recreation (R),Primary,Nursing and caring,North Tipperary
Anna O'Brien,Ireland,female,60,Married (first marriage),Looking after home/family,Financial and insurance activities (K),Lower secondary,Social work and counselling,Wicklow
Kayleigh O'Brien,Ireland,female,48,Divorced,Employee,Human health and social work activities (Q),Technical/vocational,Music and performing arts,Meath
Emily Murphy,Ireland,female,16,Single,Student or pupil,Education (P),Upper secondary,Computer science,Cavan
Anna Dominik,Poland,female,19,Single,Student or pupil,Human health and social work activities (Q),Lower secondary,Psychology,Dublin City
Anna O'Brien,Ireland,female,54,Separated (including deserted),Employee,Administrative and support service activities (N),Upper secondary,Audio-visual techniques and media production,Dun Laoghaire-Rathdown
Rosemarie Weber,Germany,female,53,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Nursing and caring,Wexford
Jayden Murphy,Ireland,male,52,Single,Employee,Agriculture/forestry and fishing (A),Upper secondary,Secretarial and office work,Mayo
Mark Walsh,Ireland,male,43,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Upper secondary,Hotel/restaurant and catering,Galway County
Emma O'Neill,Ireland,female,63,Married (first marriage),Employer or own account worker,Manufacturing (C),Doctorate (Ph.D),Hotel/restaurant and catering,Meath
Rory McCarthy,Ireland,male,31,Single,Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Economics,Waterford County
Katelyn O'Sullivan,Ireland,female,52,Married (first marriage),Retired,Industry not stated,Doctorate (Ph.D),Child care and youth services,Dublin City
Billy Doherty,Ireland,male,61,Married (first marriage),Looking after home/family,Arts/entertainment and recreation (R),Primary,Crop and livestock production,South Dublin
Matthew O'Neill,Ireland,male,29,Married (first marriage),Employee,Information and communication (J),Honours bachelor degree/professional qualification or both,Mother tongue,Donegal
Luke O'Moore,Ireland,male,33,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Electricity and energy,Donegal
Aimee O'Brien,Ireland,female,49,Married (first marriage),Employee,Accommodation and food service activities (I),Upper secondary,Electricity and energy,Laois
Conor O'Brien,Ireland,male,31,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Child care and youth services,Meath
Grace McCarthy,Ireland,female,33,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,History and archaeology,Limerick County
James Smith,Ireland,male,20,Single,Employee,Construction (F),Lower secondary,Education and teacher training,Westmeath
Alan O'Neill,Ireland,male,21,Single,Employee,Transportation and storage (H),Upper secondary,Motor vehicles/ships and aircraft,Waterford County
Nicole Murphy,Ireland,female,57,Married (first marriage),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Medicine,Mayo
Sadhbh O'Kelly,Ireland,female,36,Single,Employer or own account worker,Administrative and support service activities (N),Technical/vocational,Biology and biochemistry,Limerick County
Marek Bacik,Poland,male,50,Married (first marriage),Unemployed having lost or given up previous job,Accommodation and food service activities (I),Upper secondary,Electricity and energy,Dun Laoghaire-Rathdown
Rian Murphy,Ireland,male,63,Married (first marriage),Unemployed having lost or given up previous job,Financial and insurance activities (K),Primary,Building and civil engineering,Galway County
Hannah O'Sullivan,Ireland,female,19,Single,Student or pupil,Education (P),Lower secondary,Biology and biochemistry,Fingal
Dylan O'Sullivan,Ireland,male,17,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Motor vehicles/ships and aircraft,Limerick County
Ella O'Neill,Ireland,female,23,Single,Employee,Accommodation and food service activities (I),Upper secondary,Accounting and taxation,Kerry
Noah O'Brien,Ireland,male,37,Single,Employee,Manufacturing (C),Upper secondary,Hotel/restaurant and catering,Kildare
Daniel Murphy,Ireland,male,20,Single,Student or pupil,Arts/entertainment and recreation (R),Lower secondary,Hotel/restaurant and catering,South Dublin
Luke Smith,Ireland,male,31,Single,Looking after home/family,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,Hotel/restaurant and catering,Laois
Emma Murphy,Ireland,female,64,Single,Employee,Public administration and defence; compulsory social security (O),Lower secondary,Law,Kilkenny
Evan O'Sullivan,Ireland,male,46,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Building and civil engineering,Monaghan
Leah O'Byrne,Ireland,female,19,Single,Student or pupil,Education (P),Upper secondary,Nursing and caring,Offaly
Sarah Murphy,Ireland,female,34,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Medicine,Meath
Thomas Lynch,Ireland,male,30,Married (first marriage),Employee,Professional/scientific and technical activities (M),Upper secondary,Building and civil engineering,Limerick County
Zara O'Neill,Ireland,female,39,Married (first marriage),Employee,Manufacturing (C),Primary,Foreign languages,Cork County
Conor O'Neill,Ireland,male,35,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Engineering and engineering trades (broad programmes),Donegal
Glen McCarthy,Ireland,male,31,Single,Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Education and teacher training,Cork County
Peter McCarthy,Ireland,male,59,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Secretarial and office work,Dublin City
Kate O'Byrne,Ireland,female,44,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Business and administration (broad programmes),Laois
Jacob Murphy,Ireland,male,15,Single,Student or pupil,Construction (F),Upper secondary,Hotel/restaurant and catering,Cork County
Callum O'Connor,Ireland,male,74,Married (first marriage),Retired,Industry not stated,Higher certificate,Motor vehicles/ships and aircraft,Clare
James O'Brien,Ireland,male,23,Single,Student or pupil,Education (P),Upper secondary,History and archaeology,Clare
Ben O'Neill,Ireland,male,28,Single,Employee,Transportation and storage (H),Primary,Computer science,Cork County
Florence Roux,France,female,40,Single,Employee,Human health and social work activities (Q),Lower secondary,Education and teacher training,Cork County
Michelle O'Neill,Ireland,female,67,Married (first marriage),Unable to work due to permanent sickness or disability,Professional/scientific and technical activities (M),Higher certificate,Education and teacher training,Longford
Rebecca Murphy,Ireland,female,25,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Accounting and taxation,South Dublin
Kate O'Brien,Ireland,female,46,Married (first marriage),Looking after home/family,Public administration and defence; compulsory social security (O),Lower secondary,Economics,Roscommon
Ruby Murphy,Ireland,female,20,Single,Student or pupil,Human health and social work activities (Q),Technical/vocational,Education and teacher training,Dublin City
Padraig O'Neill,Ireland,male,23,Single,Employee,Human health and social work activities (Q),Upper secondary,Other arts,Limerick City
Mary O'Neill,Ireland,female,48,Single,Employer or own account worker,Professional/scientific and technical activities (M),Lower secondary,Other health and welfare,Kerry
Ryan O'Neill,Ireland,male,28,Single,Employee,Financial and insurance activities (K),Primary,Hair and beauty services,South Dublin
Craig Lynch,Ireland,male,35,Married (first marriage),Employee,Financial and insurance activities (K),Postgraduate diploma or degree,Building and civil engineering,Fingal
Krzysztof Hejna,Poland,male,54,Divorced,Unemployed having lost or given up previous job,Education (P),Technical/vocational,Management and administration,Waterford City
Liam O'Reilly,Ireland,male,28,Single,Employee,Accommodation and food service activities (I),Technical/vocational,Hotel/restaurant and catering,Offaly
lauren BOTHA,South Africa,female,23,Single,Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Computer use,Clare
Daniel Murphy,Ireland,male,19,Single,Employee,Construction (F),Lower secondary,Education and teacher training,Mayo
Sophie O'Byrne,Ireland,female,65,Married (first marriage),Looking after home/family,Professional/scientific and technical activities (M),Upper secondary,Nursing and caring,Cork County
Holly O'Byrne,Ireland,female,17,Single,Student or pupil,Accommodation and food service activities (I),Lower secondary,Hotel/restaurant and catering,Donegal
Kate O'Ryan,Ireland,female,39,Married (first marriage),Employee,Human health and social work activities (Q),Higher certificate,Computer science,Galway City
Ava Doyle,Ireland,female,72,Re-married (following dissolution of previous marriage),Retired,Industry not stated,Primary,Hotel/restaurant and catering,Dublin City
Simon O'Neill,Ireland,male,36,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Electricity and energy,Dublin City
Jack O'Neill,Ireland,male,49,Separated (including deserted),Looking after home/family,Manufacturing (C),Higher certificate,Building and civil engineering,Waterford County
Sam O'Kelly,Ireland,male,27,Single,Assisting relative,Accommodation and food service activities (I),Honours bachelor degree/professional qualification or both,Management and administration,Kerry
Dylan O'Sullivan,Ireland,male,23,Single,Student or pupil,Information and communication (J),Advanced certificate/completed apprenticeship,Mechanics and metalwork,Fingal
Alanna O'Sullivan,Ireland,female,79,Widowed,Looking after home/family,Financial and insurance activities (K),Primary,Other humanities,Fingal
Elizabeth Murphy,Ireland,female,22,Single,Employee,Financial and insurance activities (K),Advanced certificate/completed apprenticeship,Nursing and caring,Clare
Sean O'Kelly,Ireland,male,19,Single,Student or pupil,Manufacturing (C),Upper secondary,Business and administration (broad programmes),Cavan
Jack O'Sullivan,Ireland,male,35,Married (first marriage),Unable to work due to permanent sickness or disability,Agriculture/forestry and fishing (A),Technical/vocational,Nursing and caring,Kilkenny
Kate O'Neill,Ireland,female,28,Single,Unemployed looking for first regular job,Public administration and defence; compulsory social security (O),Upper secondary,Other engineering/manufacturing and construction,South Dublin
Faye O'Brien,Ireland,female,48,Divorced,Unable to work due to permanent sickness or disability,Financial and insurance activities (K),Lower secondary,Nursing and caring,Meath
Dara McCarthy,Ireland,male,21,Single,Student or pupil,Manufacturing (C),Upper secondary,Audio-visual techniques and media production,Fingal
Joseph O'Brien,Ireland,male,56,Married (first marriage),Unable to work due to permanent sickness or disability,Public administration and defence; compulsory social security (O),Upper secondary,Economics,North Tipperary
Aoife O'Ryan,Ireland,female,64,Married (first marriage),Retired,Industry not stated,Primary,Medicine,Donegal
Jessica O'Byrne,Ireland,female,42,Married (first marriage),Employee,Education (P),Ordinary bachelor degree/professional qualification or both,Secretarial and office work,South Dublin
Steffi Lindner,Germany,female,54,Married (first marriage),Employer or own account worker,Public administration and defence; compulsory social security (O),Higher certificate,Building and civil engineering,Dublin City
Jack O'Sullivan,Ireland,male,26,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Accounting and taxation,Fingal
Simon O'Sullivan,Ireland,male,53,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Business and administration (broad programmes),Galway County
Abbie O'Neill,Ireland,female,61,Single,Employee,Education (P),Lower secondary,Accounting and taxation,Cork County
Georgia O'Sullivan,Ireland,female,25,Single,Student or pupil,Other service activities (S),Lower secondary,Medicine,South Dublin
Evan Murphy,Ireland,male,30,Divorced,Looking after home/family,Public administration and defence; compulsory social security (O),Higher certificate,Engineering and engineering trades (broad programmes),Dun Laoghaire-Rathdown
Abbie O'Neill,Ireland,female,56,Married (first marriage),Unemployed having lost or given up previous job,Education (P),Postgraduate diploma or degree,Education and teacher training,Limerick City
Thomas O'Kelly,Ireland,male,39,Married (first marriage),Employee,Financial and insurance activities (K),Technical/vocational,Engineering and engineering trades (broad programmes),Meath
Meabh O'Brien,Ireland,female,18,Single,Student or pupil,Human health and social work activities (Q),Primary,Hotel/restaurant and catering,Dun Laoghaire-Rathdown
Lucas O'Ryan,Ireland,male,17,Single,Student or pupil,Manufacturing (C),Upper secondary,Nursing and caring,Cork County
Alannah Murray,Ireland,female,34,Married (first marriage),Unemployed having lost or given up previous job,Education (P),Higher certificate,Other health and welfare,Dublin City
Abigail O'Reilly,Ireland,female,74,Separated (including deserted),Retired,Industry not stated,Primary,Nursing and caring,Donegal
Eoin O'Sullivan,Ireland,male,19,Single,Student or pupil,Professional/scientific and technical activities (M),Primary,Architecture and town planning,Meath
Jack O'Sullivan,Ireland,male,28,Single,Employee,Accommodation and food service activities (I),Higher certificate,Building and civil engineering,Kildare
Daniel O'Ryan,Ireland,male,16,Single,Student or pupil,Manufacturing (C),Primary,Other personal services,Dublin City
Chloe Ryan,Ireland,female,25,Single,Unemployed having lost or given up previous job,Financial and insurance activities (K),Technical/vocational,Other arts,Meath
Daniel O'Byrne,Ireland,male,25,Single,Unemployed having lost or given up previous job,Arts/entertainment and recreation (R),Postgraduate diploma or degree,Law,Carlow
Aaron O'Quinn,Ireland,male,28,Single,Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Technical/vocational,Foreign languages,Sligo
Lucas O'Kelly,Ireland,male,44,Separated (including deserted),Employee,Manufacturing (C),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),Fingal
Daniel Ficek,Poland,male,24,Single,Student or pupil,Construction (F),Upper secondary,Other engineering/manufacturing and construction,Dublin City
Sean O'Neill,Ireland,male,31,Single,Employee,Administrative and support service activities (N),Upper secondary,Motor vehicles/ships and aircraft,Louth
Shay McCarthy,Ireland,male,16,Single,Student or pupil,Professional/scientific and technical activities (M),Technical/vocational,Crop and livestock production,Waterford County
James Murphy,Ireland,male,62,Married (first marriage),Assisting relative,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Management and administration,Mayo
Jessica Murphy,Ireland,female,27,Single,Assisting relative,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Education and teacher training,South Dublin
Patrick O'Sullivan,Ireland,male,33,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Higher certificate,Engineering and engineering trades (broad programmes),Roscommon
Daniel O'Sullivan,Ireland,male,54,Married (first marriage),Employee,Education (P),Lower secondary,Secretarial and office work,Dublin City
Millie Murphy,Ireland,female,53,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Wicklow
Lucas O'Neill,Ireland,male,81,Married (first marriage),Retired,Industry not stated,Primary,Other engineering/manufacturing and construction,Cork County
Romek Urbonas,Lithuania,male,76,Single,Retired,Industry not stated,Primary,Other humanities,Meath
Jacob O'Brien,Ireland,male,72,Divorced,Retired,Industry not stated,Upper secondary,Accounting and taxation,Kerry
Jason O'Sullivan,Ireland,male,35,Married (first marriage),Employee,Manufacturing (C),Advanced certificate/completed apprenticeship,Biology and biochemistry,Longford
Cathal Murphy,Ireland,male,24,Single,Student or pupil,Electricity/gas/steam and air conditioning supply (D),Upper secondary,Other engineering/manufacturing and construction,Kildare
Gerhard Hofmann,Germany,male,35,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Building and civil engineering,Meath
Aimee McCarthy,Ireland,female,41,Single,Employee,Financial and insurance activities (K),Primary,Education and teacher training,Meath
Harry Kelly,Ireland,male,18,Single,Student or pupil,Manufacturing (C),Upper secondary,Other humanities,Cavan
Sean O'Neill,Ireland,male,24,Single,Student or pupil,Agriculture/forestry and fishing (A),Upper secondary,Electricity and energy,Dublin City
Jeannine Martin,France,female,41,Single,Unemployed having lost or given up previous job,Education (P),Lower secondary,Hotel/restaurant and catering,Sligo
Jade O'Brien,Ireland,female,26,Single,Employee,Education (P),Honours bachelor degree/professional qualification or both,Electricity and energy,Wicklow
bosko Bednar,Slovakia,male,40,Married (first marriage),Employer or own account worker,Education (P),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Westmeath
Alexandra McCarthy,Ireland,female,59,Married (first marriage),Unemployed having lost or given up previous job,Information and communication (J),Lower secondary,Nursing and caring,Clare
Lucy Murphy,Ireland,female,42,Separated (including deserted),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Computer use,Kildare
Edward O'Byrne,Ireland,male,28,Single,Employee,Financial and insurance activities (K),Technical/vocational,Electricity and energy,Cork City
Oran O'Brien,Ireland,male,29,Single,Employee,Information and communication (J),Technical/vocational,Other social sciences/business and law subjects,Dun Laoghaire-Rathdown
Michael O'Brien,Ireland,male,40,Single,Looking after home/family,Education (P),Upper secondary,Other personal services,Kerry
Krzysztof Borowiec,Poland,male,22,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Architecture and town planning,South Tipperary
Calum O'Neill,Ireland,male,36,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Higher certificate,Electricity and energy,Wicklow
