FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Oisin O'Byrne,Ireland,male,64,Married (first marriage),Retired,Industry not stated,Lower secondary,Accounting and taxation,North Tipperary
Tomas O'Quinn,Ireland,male,78,Married (first marriage),Retired,Industry not stated,Lower secondary,Engineering and engineering trades (broad programmes),Cork County
Sofia Tremblay,Canada,female,31,Married (first marriage),Employer or own account worker,Public administration and defence; compulsory social security (O),Advanced certificate/completed apprenticeship,Hair and beauty services,Cork County
James McCarthy,Ireland,male,30,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Medicine,Cork City
Daniel O'Neill,Ireland,male,45,Married (first marriage),Unemployed looking for first regular job,Construction (F),Upper secondary,Physical sciences (physics/chemistry/earth science),Dublin City
Ciara O'Sullivan,Ireland,female,28,Single,Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Other arts,Limerick County
Amber O'Neill,Ireland,female,38,Married (first marriage),Employee,Manufacturing (C),Technical/vocational,Social work and counselling,Kildare
Ava O'Connor,Ireland,female,39,Married (first marriage),Employee,Other service activities (S),Postgraduate diploma or degree,Computer science,Dublin City
Padraig McCarthy,Ireland,male,20,Single,Employee,Professional/scientific and technical activities (M),Postgraduate diploma or degree,Accounting and taxation,Cork City
Maeve O'Sullivan,Ireland,female,37,Single,Employee,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Sea transportation,Louth
Mark O'Neill,Ireland,male,78,Widowed,Retired,Industry not stated,Advanced certificate/completed apprenticeship,Other engineering/manufacturing and construction,South Tipperary
Roisin McCarthy,Ireland,female,51,Single,Employer or own account worker,Education (P),Technical/vocational,Economics,Dun Laoghaire-Rathdown
Darragh Murphy,Ireland,male,21,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Hair and beauty services,Waterford County
Dagnija Ozols,Latvia,female,72,Married (first marriage),Looking after home/family,Education (P),Lower secondary,Other social sciences/business and law subjects,Cork County
Lily Murphy,Ireland,female,49,Separated (including deserted),Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),Louth
Tomas O'Sullivan,Ireland,male,74,Married (first marriage),Retired,Industry not stated,Primary,Other agriculture and veterinary,Cork City
dibs Goh,Malaysia,male,24,Single,Student or pupil,Agriculture/forestry and fishing (A),Upper secondary,Mother tongue,Waterford County
Fionn Murphy,Ireland,male,15,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Law,Cork County
Faye O'Reilly,Ireland,female,47,Married (first marriage),Employer or own account worker,Accommodation and food service activities (I),Lower secondary,Nursing and caring,Westmeath
Anna O'Quinn,Ireland,female,28,Single,Unemployed having lost or given up previous job,Education (P),Advanced certificate/completed apprenticeship,Other personal services,Cork County
Jack McCarthy,Ireland,male,37,Single,Employee,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),Dun Laoghaire-Rathdown
Sam Murphy,Ireland,male,38,Married (first marriage),Employee,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Economics,Kilkenny
Cormac O'Gallagher,Ireland,male,33,Single,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Wexford
Lauren Kennedy,Ireland,female,30,Single,Employee,Manufacturing (C),Postgraduate diploma or degree,Education and teacher training,Fingal
Ethan O'Quinn,Ireland,male,57,Married (first marriage),Unemployed having lost or given up previous job,Construction (F),Higher certificate,Accounting and taxation,South Dublin
Ciaran Kennedy,Ireland,male,40,Separated (including deserted),Employee,Transportation and storage (H),Lower secondary,Building and civil engineering,South Dublin
Amelia O'Brien,Ireland,female,73,Widowed,Retired,Industry not stated,Primary,Nursing and caring,Dun Laoghaire-Rathdown
Eimear Doherty,Ireland,female,27,Single,Unemployed having lost or given up previous job,Human health and social work activities (Q),Technical/vocational,Hotel/restaurant and catering,Dublin City
Egle Paulauskas,Lithuania,female,20,Single,Unemployed having lost or given up previous job,Manufacturing (C),Lower secondary,Accounting and taxation,Meath
Sarah O'Sullivan,Ireland,female,54,Married (first marriage),Employer or own account worker,Public administration and defence; compulsory social security (O),Postgraduate diploma or degree,Other health and welfare,Sligo
Daniel Franckowiak,Poland,male,32,Single,Employee,Transportation and storage (H),Upper secondary,Building and civil engineering,Limerick County
Cathal O'Neill,Ireland,male,26,Single,Employee,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),Westmeath
Luke O'Byrne,Ireland,male,29,Married (first marriage),Employer or own account worker,Public administration and defence; compulsory social security (O),Advanced certificate/completed apprenticeship,Other social sciences/business and law subjects,Limerick County
Grace O'Neill,Ireland,female,38,Married (first marriage),Unemployed having lost or given up previous job,Information and communication (J),Honours bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Cork City
Darragh O'Brien,Ireland,male,41,Married (first marriage),Employee,Professional/scientific and technical activities (M),Upper secondary,Physical sciences (physics/chemistry/earth science),Kildare
Amy O'Ryan,Ireland,female,48,Married (first marriage),Employee,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Kilkenny
Max O'Byrne,Ireland,male,29,Married (first marriage),Student or pupil,Other service activities (S),Upper secondary,Crop and livestock production,Wexford
Sam Murphy,Ireland,male,18,Single,Student or pupil,Public administration and defence; compulsory social security (O),Technical/vocational,Engineering and engineering trades (broad programmes),Monaghan
Keith Ramos,Philippines,male,42,Divorced,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Electricity and energy,Fingal
Michael O'Reilly,Ireland,male,31,Single,Employee,Agriculture/forestry and fishing (A),Upper secondary,Other engineering/manufacturing and construction,Dublin City
Harry O'Sullivan,Ireland,male,71,Widowed,Retired,Industry not stated,Advanced certificate/completed apprenticeship,Crop and livestock production,Wicklow
Oisin Murphy,Ireland,male,34,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Other arts,Cork County
Thomas Murphy,Ireland,male,20,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Mother tongue,Dublin City
Antonio Dominguez,Spain,male,32,Married (first marriage),Employer or own account worker,Manufacturing (C),Higher certificate,Nursing and caring,South Dublin
Alex Murphy,Ireland,male,49,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Secretarial and office work,Louth
Liam Kennedy,Ireland,male,27,Single,Employee,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Economics,Waterford City
Megan Moore,Ireland,female,59,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Crop and livestock production,Cork County
Michael Lynch,Ireland,male,47,Re-married (following dissolution of previous marriage),Employee,Construction (F),Ordinary bachelor degree/professional qualification or both,Crop and livestock production,Dublin City
Abbie O'Brien,Ireland,female,54,Married (first marriage),Looking after home/family,Accommodation and food service activities (I),Higher certificate,Education and teacher training,Kildare
Caoimhe Murphy,Ireland,female,21,Single,Student or pupil,Information and communication (J),Upper secondary,Hotel/restaurant and catering,Cork County
Andrius Petrauskas,Lithuania,male,29,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Architecture and town planning,Dublin City
Aoife O'Ryan,Ireland,female,22,Single,Student or pupil,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Galway County
Calum O'Neill,Ireland,male,31,Single,Employee,Agriculture/forestry and fishing (A),Higher certificate,Computer science,Meath
Joseph O'Reilly,Ireland,male,54,Widowed,Unemployed having lost or given up previous job,Information and communication (J),Lower secondary,Design,Longford
Cara O'Neill,Ireland,female,29,Single,Unemployed having lost or given up previous job,Education (P),Lower secondary,Education and teacher training,Fingal
Paul O'Sullivan,Ireland,male,16,Single,Student or pupil,Construction (F),Upper secondary,Other social sciences/business and law subjects,South Dublin
Leon O'Brien,Ireland,male,48,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Mechanics and metalwork,Kerry
Anna O'Brien,Ireland,female,17,Single,Student or pupil,Human health and social work activities (Q),Lower secondary,Crop and livestock production,Carlow
Anna Smith,Ireland,female,43,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Education and teacher training,Kildare
Clodagh O'Sullivan,Ireland,female,30,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Public security services,Dun Laoghaire-Rathdown
Maria Figura,Poland,female,42,Divorced,Employee,Education (P),Postgraduate diploma or degree,Hotel/restaurant and catering,Dublin City
Victoria Murphy,Ireland,female,32,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Medicine,Cork County
Dominik Chrzanowski,Poland,male,51,Single,Employee,Transportation and storage (H),Postgraduate diploma or degree,Building and civil engineering,Kildare
Hannah O'Kelly,Ireland,female,26,Single,Employee,Financial and insurance activities (K),Upper secondary,Nursing and caring,Waterford City
Lily Gallagher,Ireland,female,53,Married (first marriage),Employee,Accommodation and food service activities (I),Upper secondary,Hotel/restaurant and catering,Galway County
Ella O'Ryan,Ireland,female,40,Married (first marriage),Employee,Financial and insurance activities (K),Lower secondary,Education and teacher training,Dublin City
James Doyle,Ireland,male,84,Widowed,Retired,Industry not stated,Technical/vocational,Building and civil engineering,Kerry
Claire O'Neill,Ireland,female,17,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Business and administration (broad programmes),Fingal
Katie Murphy,Ireland,female,27,Single,Student or pupil,Other service activities (S),Lower secondary,Education and teacher training,Dublin City
Robert Murphy,Ireland,male,62,Married (first marriage),Employee,Human health and social work activities (Q),Primary,Public security services,Kilkenny
Patryk O'Neill,Ireland,male,19,Single,Student or pupil,Education (P),Lower secondary,Other science/mathematics and computing,Westmeath
Filip Walsh,Ireland,male,16,Single,Student or pupil,Manufacturing (C),Lower secondary,Hotel/restaurant and catering,Kildare
Kate O'Brien,Ireland,female,76,Widowed,Looking after home/family,Administrative and support service activities (N),Upper secondary,Nursing and caring,Cork County
Giulia De Luca,Italy,female,51,Married (first marriage),Employer or own account worker,Education (P),Ordinary bachelor degree/professional qualification or both,Other health and welfare,Dun Laoghaire-Rathdown
Sean McCarthy,Ireland,male,62,Married (first marriage),Unable to work due to permanent sickness or disability,Manufacturing (C),Higher certificate,Education and teacher training,Kerry
Eoin O'Brien,Ireland,male,17,Single,Student or pupil,Information and communication (J),Upper secondary,Foreign languages,Sligo
David Murphy,Ireland,male,19,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Education and teacher training,Carlow
Abbie Moore,Ireland,female,18,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Other social sciences/business and law subjects,South Tipperary
Tadhg O'Neill,Ireland,male,61,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Limerick County
Thales Santos,Brazil,male,62,Married (first marriage),Retired,Industry not stated,Upper secondary,Physical sciences (physics/chemistry/earth science),Kildare
Jamie O'Reilly,Ireland,male,36,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Accounting and taxation,Donegal
Evan O'Brien,Ireland,male,19,Single,Student or pupil,Other service activities (S),Upper secondary,Physical sciences (physics/chemistry/earth science),Offaly
Harry O'Brien,Ireland,male,67,Divorced,Retired,Industry not stated,Lower secondary,Physical sciences (physics/chemistry/earth science),Meath
Clara Murray,Ireland,female,63,Married (first marriage),Employer or own account worker,Other service activities (S),Primary,Other health and welfare,Dun Laoghaire-Rathdown
Marie Garcia,France,female,69,Married (first marriage),Looking after home/family,Education (P),Ordinary bachelor degree/professional qualification or both,Law,Dublin City
Nicole McCarthy,Ireland,female,81,Single,Retired,Industry not stated,Lower secondary,Secretarial and office work,South Tipperary
Emma Murphy,Ireland,female,48,Divorced,Unemployed having lost or given up previous job,Administrative and support service activities (N),Technical/vocational,Physical sciences (physics/chemistry/earth science),Meath
Eoghan O'Sullivan,Ireland,male,40,Re-married (following dissolution of previous marriage),Employee,Construction (F),Postgraduate diploma or degree,Architecture and town planning,Cork County
Padmini Rangarajan,India,female,27,Single,Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Technical/vocational,Hotel/restaurant and catering,Cork County
Cara O'Brien,Ireland,female,61,Married (first marriage),Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Accounting and taxation,Fingal
Grace McCarthy,Ireland,female,56,Married (first marriage),Unemployed having lost or given up previous job,Financial and insurance activities (K),Upper secondary,Other social sciences/business and law subjects,Wicklow
Zuzanna Doyle,Ireland,female,65,Married (first marriage),Retired,Industry not stated,Lower secondary,Medicine,Fingal
Jessica Ryan,Ireland,female,34,Single,Employee,Public administration and defence; compulsory social security (O),Advanced certificate/completed apprenticeship,Other social sciences/business and law subjects,Galway City
Amelia O'Reilly,Ireland,female,49,Married (first marriage),Employee,Professional/scientific and technical activities (M),Upper secondary,Business and administration (broad programmes),Cork County
Lena O'Sullivan,Ireland,female,23,Married (first marriage),Employee,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Other health and welfare,Dublin City
John O'Brien,Ireland,male,68,Single,Looking after home/family,Professional/scientific and technical activities (M),Technical/vocational,Building and civil engineering,South Dublin
Patrick O'Brien,Ireland,male,35,Married (first marriage),Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),Laois
Abigail Johnson,Canada,female,57,Married (first marriage),Employer or own account worker,Professional/scientific and technical activities (M),Primary,Business and administration (broad programmes),Dun Laoghaire-Rathdown
Angelika Bakalar,Poland,female,38,Married (first marriage),Employee,Financial and insurance activities (K),Postgraduate diploma or degree,Management and administration,Waterford County
Aaron Murphy,Ireland,male,34,Single,Employee,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Crop and livestock production,Fingal
Sophie O'Reilly,Ireland,female,31,Single,Employee,Education (P),Postgraduate diploma or degree,Education and teacher training,Dublin City
Alice McCarthy,Ireland,female,50,Married (first marriage),Student or pupil,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Nursing and caring,Galway City
James O'Connor,Ireland,male,29,Divorced,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Other science/mathematics and computing,Dublin City
Lorcan O'Kelly,Ireland,male,29,Single,Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Electricity and energy,Dublin City
Emma O'Brien,Ireland,female,49,Married (first marriage),Unemployed having lost or given up previous job,Information and communication (J),Lower secondary,Crop and livestock production,Limerick County
Ben O'Brien,Ireland,male,23,Single,Student or pupil,Agriculture/forestry and fishing (A),Postgraduate diploma or degree,Engineering and engineering trades (broad programmes),Fingal
Maria O'Reilly,Ireland,female,20,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Education and teacher training,Limerick City
Amy O'Kelly,Ireland,female,37,Single,Employee,Other service activities (S),Higher certificate,Accounting and taxation,Dun Laoghaire-Rathdown
Emily O'Gallagher,Ireland,female,17,Single,Student or pupil,Accommodation and food service activities (I),Upper secondary,Nursing and caring,Donegal
Olivia Murphy,Ireland,female,31,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Other social sciences/business and law subjects,Wicklow
Leah O'Neill,Ireland,female,55,Re-married (following dissolution of previous marriage),Employee,Accommodation and food service activities (I),Upper secondary,Crop and livestock production,Sligo
Charlie O'Neill,Ireland,male,58,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Education and teacher training,Longford
Lily O'Reilly,Ireland,female,40,Married (first marriage),Student or pupil,Human health and social work activities (Q),Postgraduate diploma or degree,Medicine,Clare
Ella O'Brien,Ireland,female,41,Married (first marriage),Unemployed having lost or given up previous job,Education (P),Lower secondary,Business and administration (broad programmes),Kilkenny
Jamie O'Sullivan,Ireland,male,32,Single,Employee,Agriculture/forestry and fishing (A),Technical/vocational,Other personal services,Galway City
Giovanna Gallo,Italy,female,50,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Economics,Cork City
Conor O'Neill,Ireland,male,54,Married (first marriage),Employee,Arts/entertainment and recreation (R),Postgraduate diploma or degree,Computer use,Donegal
Jerfi Smit,Netherlands,male,46,Married (first marriage),Employee,Administrative and support service activities (N),Lower secondary,Mechanics and metalwork,Wexford
John O'Kelly,Ireland,male,35,Single,Employee,Other service activities (S),Advanced certificate/completed apprenticeship,Engineering and engineering trades (broad programmes),Cork City
Ben Murphy,Ireland,male,39,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other agriculture and veterinary,Kildare
Szandra Files,Hungary,female,56,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Nursing and caring,Cork City
vilma Vasiliauskas,Lithuania,female,28,Single,Unemployed having lost or given up previous job,Education (P),Doctorate (Ph.D),Hair and beauty services,South Dublin
Alicia McCarthy,Ireland,female,59,Married (first marriage),Unable to work due to permanent sickness or disability,Financial and insurance activities (K),Upper secondary,Foreign languages,Mayo
Darragh Murphy,Ireland,male,38,Single,Employee,Transportation and storage (H),Advanced certificate/completed apprenticeship,Marketing and advertising,Cork City
Patryk O'Reilly,Ireland,male,30,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Computer use,Cork County
Sadhbh O'Connor,Ireland,female,29,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Mother tongue,Dublin City
Dominik Bercik,Poland,male,47,Single,Employee,Information and communication (J),Upper secondary,Music and performing arts,Meath
Olivia O'Ryan,Ireland,female,39,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,History and archaeology,Fingal
Martin O'Neill,Ireland,male,38,Married (first marriage),Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Other health and welfare,Cavan
Mia O'Connor,Ireland,female,37,Single,Employee,Accommodation and food service activities (I),Advanced certificate/completed apprenticeship,Education and teacher training,South Dublin
Marie Rivera,Philippines,female,49,Married (first marriage),Employee,Activities of extraterritorial organisations and bodies (U),Lower secondary,Foreign languages,Cork County
Eoin O'Brien,Ireland,male,37,Single,Employee,Public administration and defence; compulsory social security (O),Lower secondary,Psychology,Dublin City
Thomas Kennedy,Ireland,male,27,Single,Unemployed having lost or given up previous job,Construction (F),Technical/vocational,Hair and beauty services,Cork County
Karl-Peter Schnell,Germany,male,78,Married (first marriage),Retired,Industry not stated,Primary,Crop and livestock production,Meath
Georgia Doyle,Ireland,female,43,Married (first marriage),Employer or own account worker,Information and communication (J),Lower secondary,Education and teacher training,Kilkenny
Aisling O'Sullivan,Ireland,female,30,Single,Unemployed having lost or given up previous job,Education (P),Postgraduate diploma or degree,Marketing and advertising,Meath
Emma O'Sullivan,Ireland,female,67,Married (first marriage),Retired,Industry not stated,Upper secondary,Crop and livestock production,Monaghan
Emma Kelly,Ireland,female,53,Married (first marriage),Unable to work due to permanent sickness or disability,Professional/scientific and technical activities (M),Lower secondary,Crop and livestock production,Cork City
Liam Byrne,Ireland,male,68,Widowed,Retired,Industry not stated,Lower secondary,Building and civil engineering,Dun Laoghaire-Rathdown
Dawid Bercik,Poland,male,47,Married (first marriage),Employee,Manufacturing (C),Primary,Motor vehicles/ships and aircraft,South Dublin
hanna Savage,Niger,female,17,Single,Student or pupil,Professional/scientific and technical activities (M),Lower secondary,Hair and beauty services,Kildare
Aisling O'Ryan,Ireland,female,39,Married (first marriage),Student or pupil,Manufacturing (C),Postgraduate diploma or degree,Hotel/restaurant and catering,Mayo
Killian Murphy,Ireland,male,58,Widowed,Employee,Agriculture/forestry and fishing (A),Upper secondary,Marketing and advertising,Cork City
Anthony O'Reilly,Ireland,male,15,Single,Student or pupil,Transportation and storage (H),Upper secondary,Physical sciences (physics/chemistry/earth science),Limerick City
Adam O'Sullivan,Ireland,male,59,Married (first marriage),Looking after home/family,Construction (F),Primary,Crop and livestock production,Galway County
Harry O'Brien,Ireland,male,66,Single,Retired,Industry not stated,Upper secondary,Other agriculture and veterinary,Galway City
Gavin Murphy,Ireland,male,31,Married (first marriage),Looking after home/family,Professional/scientific and technical activities (M),Ordinary bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Kildare
Kamil Bialy,Poland,male,29,Single,Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Technical/vocational,Physical sciences (physics/chemistry/earth science),Kildare
Cian O'Brien,Ireland,male,15,Single,Student or pupil,Agriculture/forestry and fishing (A),Lower secondary,Engineering and engineering trades (broad programmes),Kildare
Harry O'Neill,Ireland,male,57,Widowed,Employer or own account worker,Manufacturing (C),Lower secondary,Other arts,Mayo
Bobby McCarthy,Ireland,male,44,Married (first marriage),Employee,Education (P),Postgraduate diploma or degree,Crop and livestock production,Westmeath
Lily O'Reilly,Ireland,female,17,Single,Student or pupil,Arts/entertainment and recreation (R),Upper secondary,Nursing and caring,Dun Laoghaire-Rathdown
Senan O'Byrne,Ireland,male,27,Single,Employee,Electricity/gas/steam and air conditioning supply (D),Upper secondary,Mother tongue,Limerick County
Ryan O'Sullivan,Ireland,male,24,Single,Unemployed having lost or given up previous job,Administrative and support service activities (N),Advanced certificate/completed apprenticeship,Motor vehicles/ships and aircraft,Wexford
Anna Jakubczak,Poland,female,33,Single,Employee,Education (P),Honours bachelor degree/professional qualification or both,Hotel/restaurant and catering,Roscommon
John Murphy,Ireland,male,68,Separated (including deserted),Employee,Agriculture/forestry and fishing (A),Primary,Nursing and caring,Waterford City
Annie Michel,France,female,16,Single,Student or pupil,Human health and social work activities (Q),Lower secondary,Business and administration (broad programmes),Louth
Darragh Walsh,Ireland,male,28,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Motor vehicles/ships and aircraft,South Tipperary
Aaron Byrne,Ireland,male,45,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Motor vehicles/ships and aircraft,Dublin City
dibs Ma,Malaysia,male,66,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Other social sciences/business and law subjects,Dun Laoghaire-Rathdown
Maja O'Reilly,Ireland,female,18,Single,Employee,Financial and insurance activities (K),Upper secondary,Economics,Dublin City
Christian O'Ryan,Ireland,male,22,Single,Unemployed having lost or given up previous job,Financial and insurance activities (K),Lower secondary,Hair and beauty services,Cork County
Lena O'Reilly,Ireland,female,32,Single,Employee,Human health and social work activities (Q),Upper secondary,Hotel/restaurant and catering,Fingal
Alex Doyle,Ireland,male,31,Single,Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Upper secondary,Management and administration,South Dublin
Katelyn O'Reilly,Ireland,female,15,Single,Student or pupil,Manufacturing (C),Lower secondary,Other health and welfare,Wexford
Ellie O'Neill,Ireland,female,59,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Lower secondary,Other agriculture and veterinary,Limerick County
Josh Murphy,Ireland,male,23,Single,Unemployed looking for first regular job,Information and communication (J),Lower secondary,Other engineering/manufacturing and construction,Monaghan
Alejandro Garcia,Spain,male,68,Separated (including deserted),Retired,Industry not stated,Primary,Crop and livestock production,Offaly
Jasmine O'Neill,Ireland,female,26,Single,Employee,Financial and insurance activities (K),Lower secondary,Nursing and caring,South Tipperary
Jade DU PLESSIS,South Africa,female,58,Single,Employee,Financial and insurance activities (K),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Cork County
Harry O'Neill,Ireland,male,37,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Secretarial and office work,Cavan
Denis O'Neill,Ireland,male,77,Single,Retired,Industry not stated,Primary,Engineering and engineering trades (broad programmes),South Dublin
Nicole O'Sullivan,Ireland,female,25,Married (first marriage),Employee,Information and communication (J),Honours bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Kildare
Emma O'Neill,Ireland,female,41,Separated (including deserted),Employee,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Medicine,Roscommon
NEZNAMY Muzik,Slovakia,male,42,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Education and teacher training,Dun Laoghaire-Rathdown
Lauren O'Neill,Ireland,female,21,Single,Employee,Public administration and defence; compulsory social security (O),Upper secondary,Child care and youth services,Monaghan
Mia Murphy,Ireland,female,44,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Secretarial and office work,Kerry
Jakub O'Sullivan,Ireland,male,56,Married (first marriage),Employee,Education (P),Upper secondary,Other health and welfare,Galway County
Milagros Lewis,United States of America,female,31,Single,Employee,Education (P),Advanced certificate/completed apprenticeship,Other personal services,Clare
Faye Smith,Ireland,female,18,Single,Student or pupil,Education (P),Primary,Accounting and taxation,Dublin City
Christian Witte,Germany,male,58,Divorced,Employee,Public administration and defence; compulsory social security (O),Technical/vocational,Accounting and taxation,Galway County
Julia O'Neill,Ireland,female,25,Single,Student or pupil,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Nursing and caring,Laois
Cian McCarthy,Ireland,male,61,Married (first marriage),Employer or own account worker,Manufacturing (C),Advanced certificate/completed apprenticeship,Other engineering/manufacturing and construction,Cork County
Leah O'Ryan,Ireland,female,67,Married (first marriage),Retired,Industry not stated,Primary,Accounting and taxation,North Tipperary
Luke Murphy,Ireland,male,69,Married (first marriage),Retired,Industry not stated,Postgraduate diploma or degree,Mechanics and metalwork,Kerry
Philip Kennedy,Ireland,male,26,Single,Employee,Professional/scientific and technical activities (M),Upper secondary,Architecture and town planning,Kerry
Abigail O'Brien,Ireland,female,60,Married (first marriage),Employee,Manufacturing (C),Postgraduate diploma or degree,Biology and biochemistry,Waterford County
Martia Bondarenko,Ukraine,male,44,Married (first marriage),Employee,Professional/scientific and technical activities (M),Ordinary bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Cork City
Luke McCarthy,Ireland,male,51,Single,Employee,Information and communication (J),Primary,Other agriculture and veterinary,Meath
Zach O'Brien,Ireland,male,72,Single,Retired,Industry not stated,Lower secondary,Other agriculture and veterinary,Meath
Harry O'Reilly,Ireland,male,61,Married (first marriage),Employer or own account worker,Mining and quarrying (B),Primary,Education and teacher training,Meath
Mia McCarthy,Ireland,female,36,Re-married (following dissolution of previous marriage),Employee,Accommodation and food service activities (I),Lower secondary,Biology and biochemistry,Westmeath
Thomas Kelly,Ireland,male,60,Married (first marriage),Employer or own account worker,Transportation and storage (H),Ordinary bachelor degree/professional qualification or both,Crop and livestock production,Donegal
Alannah McCarthy,Ireland,female,16,Single,Student or pupil,Manufacturing (C),Upper secondary,Other science/mathematics and computing,Limerick City
Darragh O'Ryan,Ireland,male,65,Married (first marriage),Unable to work due to permanent sickness or disability,Information and communication (J),Primary,Design,Offaly
Alisa Boyko,Ukraine,female,30,Single,Employee,Human health and social work activities (Q),Primary,Public security services,Wexford
Holly O'Connor,Ireland,female,50,Married (first marriage),Employee,Education (P),Primary,Electricity and energy,Galway County
Nathan O'Kelly,Ireland,male,33,Married (first marriage),Employee,Information and communication (J),Postgraduate diploma or degree,Physical sciences (physics/chemistry/earth science),Cavan
